Time (s),zeta=0.0,zeta=0.05,zeta=0.5,zeta=2.0
1,0.07810564347378846,0.06695516372578877,0.024517973999553293,0.004999937090900035
5,0.3783805352184968,0.19043294669565003,0.02409364302683031,0.006022026089894505
10,0.6973080544373745,0.21217066474579557,0.022210037615969323,0.005552507160759264
15,0.911971187940091,0.19190436807166367,0.01937951678887547,0.004844876364084315
20,0.9851825427613822,0.15688106162017176,0.015722757881959797,0.0039306858792507535
